Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0,Unnamed: 0,0
129,,129,,129,,129,,129,,129,,129,,129,,129,
130,,130,,130,,130,,130,,130,,130,,130,,130,
131,,131,,131,,131,,131,,131,,131,,131,,131,
132,,132,,132,,132,,132,,132,,132,,132,,132,
133,,133,,133,,133,,133,,133,,133,,133,,133,
134,-11745304.660359925,134,-12020229.490490615,134,20309538.82715141,134,-80.80589605728821,134,2240.9728814913124,134,-2683.348237912964,134,0.1165366910027352,134,0.3354083674958266,134,0.2610176114734805
135,,135,,135,,135,,135,,135,,135,,135,,135,
136,,136,,136,,136,,136,,136,,136,,136,,136,
137,,137,,137,,137,,137,,137,,137,,137,,137,
138,,138,,138,,138,,138,,138,,138,,138,,138,
139,,139,,139,,139,,139,,139,,139,,139,,139,
140,,140,,140,,140,,140,,140,,140,,140,,140,
141,13272851.31009427,141,-15444550.279164135,141,16669495.64556512,141,15.380910751534357,141,3978.5568507845214,141,-3234.6039104418087,141,0.1592991242018223,141,0.1096490228991004,141,0.0103888343720512
142,,142,,142,,142,,142,,142,,142,,142,,142,
143,20931149.205577664,143,16609766.6225386,143,-3346037.837101756,143,1927.9688580864572,143,-723.2901013128613,143,1750.1170045090842,143,-0.0149948625070511,143,0.0063781607309507,143,-0.368657893617686
144,-9307016.41198843,144,16589977.08539677,144,18904947.696650986,144,-1830.7788267005328,144,3346.9549366643105,144,2192.464281953179,144,0.1624868030916636,144,0.1915288586283162,144,-0.3233149517574133
145,,145,,145,,145,,145,,145,,145,,145,,145,
146,,146,,146,,146,,146,,146,,146,,146,,146,
147,-15231870.656973366,147,-807926.2662668559,147,21422611.37935326,147,138.60295356497622,147,1771.8349248863717,147,-2824.9375880871653,147,0.0902357811740222,147,0.3463172291727929,147,0.2206399539540593
148,,148,,148,,148,,148,,148,,148,,148,,148,
149,,149,,149,,149,,149,,149,,149,,149,,149,
150,-7032585.047238456,150,13592804.017447457,150,21676257.86424857,150,-307.2078887305624,150,-3619.44772760158,150,-3108.98870624882,150,-0.1624884190147233,150,0.2491349500958199,150,-0.098049424276844
151,,151,,151,,151,,151,,151,,151,,151,,151,
152,,152,,152,,152,,152,,152,,152,,152,,152,
153,,153,,153,,153,,153,,153,,153,,153,,153,
154,,154,,154,,154,,154,,154,,154,,154,,154,
155,,155,,155,,155,,155,,155,,155,,155,,155,
156,,156,,156,,156,,156,,156,,156,,156,,156,
157,12880835.40659519,157,22663955.73969757,157,5282077.968626341,157,-924.4549251911856,157,-2934.410647345332,157,996.1133147992578,157,-0.1707954807047502,157,0.1751242432399269,157,0.4434018340867746
158,,158,,158,,158,,158,,158,,158,,158,,158,
159,,159,,159,,159,,159,,159,,159,,159,,159,
160,,160,,160,,160,,160,,160,,160,,160,,160,
161,,161,,161,,161,,161,,161,,161,,161,,161,
162,,162,,162,,162,,162,,162,,162,,162,,162,
163,,163,,163,,163,,163,,163,,163,,163,,163,
164,,164,,164,,164,,164,,164,,164,,164,,164,
165,,165,,165,,165,,165,,165,,165,,165,,165,
166,,166,,166,,166,,166,,166,,166,,166,,166,
167,,167,,167,,167,,167,,167,,167,,167,,167,
168,,168,,168,,168,,168,,168,,168,,168,,168,
169,,169,,169,,169,,169,,169,,169,,169,,169,
170,,170,,170,,170,,170,,170,,170,,170,,170,
171,,171,,171,,171,,171,,171,,171,,171,,171,
172,,172,,172,,172,,172,,172,,172,,172,,172,
173,,173,,173,,173,,173,,173,,173,,173,,173,
174,,174,,174,,174,,174,,174,,174,,174,,174,
175,,175,,175,,175,,175,,175,,175,,175,,175,
176,,176,,176,,176,,176,,176,,176,,176,,176,
177,,177,,177,,177,,177,,177,,177,,177,,177,
178,,178,,178,,178,,178,,178,,178,,178,,178,
179,-9385595.12753731,179,14550267.30056296,179,19939498.1838378,179,1074.6299476955671,179,378.0379238386731,179,-2276.303351846748,179,0.0295339885781158,179,0.2007533959874949,179,0.3176908327377873
180,,180,,180,,180,,180,,180,,180,,180,,180,
181,,181,,181,,181,,181,,181,,181,,181,,181,
182,-13662560.20112782,182,-6752114.685814947,182,21711103.34544387,182,1668.9848110081637,182,-167.0442014749159,182,-1791.6714275934055,182,-0.0386125469850654,182,0.0643046387230972,182,-0.3906802843413688
183,,183,,183,,183,,183,,183,,183,,183,,183,
184,,184,,184,,184,,184,,184,,184,,184,,184,
185,,185,,185,,185,,185,,185,,185,,185,,185,
186,,186,,186,,186,,186,,186,,186,,186,,186,
187,,187,,187,,187,,187,,187,,187,,187,,187,
188,,188,,188,,188,,188,,188,,188,,188,,188,
189,,189,,189,,189,,189,,189,,189,,189,,189,
190,25112943.023058265,190,-4600984.021175228,190,-7432976.37481318,190,2370.3950176382555,190,-2449.1809344858,190,1284.8904726244955,190,-0.1222740607697566,190,-0.209375750817906,190,-0.4316435922693192
191,,191,,191,,191,,191,,191,,191,,191,,191,
192,,192,,192,,192,,192,,192,,192,,192,,192,
193,,193,,193,,193,,193,,193,,193,,193,,193,
194,,194,,194,,194,,194,,194,,194,,194,,194,
195,,195,,195,,195,,195,,195,,195,,195,,195,
196,,196,,196,,196,,196,,196,,196,,196,,196,
197,,197,,197,,197,,197,,197,,197,,197,,197,
198,,198,,198,,198,,198,,198,,198,,198,,198,
199,,199,,199,,199,,199,,199,,199,,199,,199,
200,,200,,200,,200,,200,,200,,200,,200,,200,
201,,201,,201,,201,,201,,201,,201,,201,,201,
202,,202,,202,,202,,202,,202,,202,,202,,202,
203,,203,,203,,203,,203,,203,,203,,203,,203,
204,,204,,204,,204,,204,,204,,204,,204,,204,
205,,205,,205,,205,,205,,205,,205,,205,,205,
206,,206,,206,,206,,206,,206,,206,,206,,206,
207,,207,,207,,207,,207,,207,,207,,207,,207,
208,,208,,208,,208,,208,,208,,208,,208,,208,
209,,209,,209,,209,,209,,209,,209,,209,,209,
210,,210,,210,,210,,210,,210,,210,,210,,210,
211,,211,,211,,211,,211,,211,,211,,211,,211,
212,,212,,212,,212,,212,,212,,212,,212,,212,
213,,213,,213,,213,,213,,213,,213,,213,,213,
214,,214,,214,,214,,214,,214,,214,,214,,214,
215,,215,,215,,215,,215,,215,,215,,215,,215,
216,,216,,216,,216,,216,,216,,216,,216,,216,
217,,217,,217,,217,,217,,217,,217,,217,,217,
218,,218,,218,,218,,218,,218,,218,,218,,218,
219,,219,,219,,219,,219,,219,,219,,219,,219,
220,,220,,220,,220,,220,,220,,220,,220,,220,
221,,221,,221,,221,,221,,221,,221,,221,,221,
222,,222,,222,,222,,222,,222,,222,,222,,222,
223,,223,,223,,223,,223,,223,,223,,223,,223,
224,,224,,224,,224,,224,,224,,224,,224,,224,
225,,225,,225,,225,,225,,225,,225,,225,,225,
226,,226,,226,,226,,226,,226,,226,,226,,226,
227,,227,,227,,227,,227,,227,,227,,227,,227,
228,,228,,228,,228,,228,,228,,228,,228,,228,
229,,229,,229,,229,,229,,229,,229,,229,,229,
230,,230,,230,,230,,230,,230,,230,,230,,230,
231,-11321126.611632751,231,9877242.718663815,231,21612381.35952772,231,1673.9979152256544,231,-568.9891266130498,231,-2142.275737450072,231,-0.0014687685883738,231,0.0880188951424707,231,0.3559387039383131
232,,232,,232,,232,,232,,232,,232,,232,,232,
233,,233,,233,,233,,233,,233,,233,,233,,233,
234,,234,,234,,234,,234,,234,,234,,234,,234,
235,,235,,235,,235,,235,,235,,235,,235,,235,
236,,236,,236,,236,,236,,236,,236,,236,,236,
237,,237,,237,,237,,237,,237,,237,,237,,237,
238,,238,,238,,238,,238,,238,,238,,238,,238,
239,,239,,239,,239,,239,,239,,239,,239,,239,
240,,240,,240,,240,,240,,240,,240,,240,,240,
241,,241,,241,,241,,241,,241,,241,,241,,241,
242,,242,,242,,242,,242,,242,,242,,242,,242,
243,,243,,243,,243,,243,,243,,243,,243,,243,
244,,244,,244,,244,,244,,244,,244,,244,,244,
245,,245,,245,,245,,245,,245,,245,,245,,245,
246,,246,,246,,246,,246,,246,,246,,246,,246,
247,,247,,247,,247,,247,,247,,247,,247,,247,
248,,248,,248,,248,,248,,248,,248,,248,,248,
249,,249,,249,,249,,249,,249,,249,,249,,249,
250,,250,,250,,250,,250,,250,,250,,250,,250,
251,,251,,251,,251,,251,,251,,251,,251,,251,
252,,252,,252,,252,,252,,252,,252,,252,,252,
253,,253,,253,,253,,253,,253,,253,,253,,253,
254,,254,,254,,254,,254,,254,,254,,254,,254,
255,8862914.572458701,255,19372532.70458905,255,15759671.401967974,255,-169.36818957525682,255,-1432.8607238991733,255,-2970.389290275524,255,-0.0750297087160971,255,-0.3614969133292743,255,0.1630959121220092
256,,256,,256,,256,,256,,256,,256,,256,,256,
257,22720018.908081576,257,-12287005.9136841,257,6126592.062819914,257,1839.4871062344216,257,2276.3150684904635,257,-2346.5066440649675,257,0.0895875959967748,257,-0.0120864392147197,257,-0.3147550948031622
258,,258,,258,,258,,258,,258,,258,,258,,258,
259,,259,,259,,259,,259,,259,,259,,259,,259,
260,,260,,260,,260,,260,,260,,260,,260,,260,
261,,261,,261,,261,,261,,261,,261,,261,,261,
262,,262,,262,,262,,262,,262,,262,,262,,262,
263,,263,,263,,263,,263,,263,,263,,263,,263,
264,,264,,264,,264,,264,,264,,264,,264,,264,
265,,265,,265,,265,,265,,265,,265,,265,,265,
266,,266,,266,,266,,266,,266,,266,,266,,266,
267,,267,,267,,267,,267,,267,,267,,267,,267,
268,,268,,268,,268,,268,,268,,268,,268,,268,
269,,269,,269,,269,,269,,269,,269,,269,,269,
270,,270,,270,,270,,270,,270,,270,,270,,270,
271,,271,,271,,271,,271,,271,,271,,271,,271,
272,,272,,272,,272,,272,,272,,272,,272,,272,
273,-12541543.61666835,273,17915128.544939764,273,14533288.861552993,273,288.7553385927298,273,649.6810769122127,273,-3228.5035834168466,273,0.0272982895753465,273,0.3910819301571399,273,0.0149127898619916
274,,274,,274,,274,,274,,274,,274,,274,,274,
275,,275,,275,,275,,275,,275,,275,,275,,275,
276,,276,,276,,276,,276,,276,,276,,276,,276,
277,,277,,277,,277,,277,,277,,277,,277,,277,
278,,278,,278,,278,,278,,278,,278,,278,,278,
279,,279,,279,,279,,279,,279,,279,,279,,279,
280,,280,,280,,280,,280,,280,,280,,280,,280,
281,,281,,281,,281,,281,,281,,281,,281,,281,
282,23064998.878452003,282,-5946596.550093986,282,11705538.863205751,282,-2741.575981140435,282,263.3054875761999,282,-414.07713596362623,282,0.0087411992642853,282,0.1557856731650102,282,0.4614223285255534
283,,283,,283,,283,,283,,283,,283,,283,,283,
284,,284,,284,,284,,284,,284,,284,,284,,284,
285,,285,,285,,285,,285,,285,,285,,285,,285,
286,,286,,286,,286,,286,,286,,286,,286,,286,
287,,287,,287,,287,,287,,287,,287,,287,,287,
288,,288,,288,,288,,288,,288,,288,,288,,288,
289,,289,,289,,289,,289,,289,,289,,289,,289,
290,,290,,290,,290,,290,,290,,290,,290,,290,
291,,291,,291,,291,,291,,291,,291,,291,,291,
292,,292,,292,,292,,292,,292,,292,,292,,292,
293,,293,,293,,293,,293,,293,,293,,293,,293,
294,,294,,294,,294,,294,,294,,294,,294,,294,
295,,295,,295,,295,,295,,295,,295,,295,,295,
296,,296,,296,,296,,296,,296,,296,,296,,296,
297,,297,,297,,297,,297,,297,,297,,297,,297,
298,,298,,298,,298,,298,,298,,298,,298,,298,
299,,299,,299,,299,,299,,299,,299,,299,,299,
300,,300,,300,,300,,300,,300,,300,,300,,300,
301,,301,,301,,301,,301,,301,,301,,301,,301,
302,,302,,302,,302,,302,,302,,302,,302,,302,
303,,303,,303,,303,,303,,303,,303,,303,,303,
304,,304,,304,,304,,304,,304,,304,,304,,304,
305,,305,,305,,305,,305,,305,,305,,305,,305,
306,,306,,306,,306,,306,,306,,306,,306,,306,
307,,307,,307,,307,,307,,307,,307,,307,,307,
308,,308,,308,,308,,308,,308,,308,,308,,308,
309,,309,,309,,309,,309,,309,,309,,309,,309,
310,,310,,310,,310,,310,,310,,310,,310,,310,
311,9215003.15652787,311,-23941550.08919996,311,7961052.064643869,311,1160.849071682428,311,-3181.8600120452797,311,1783.3891566866262,311,-0.175272281175835,311,-0.2629343832421015,311,-0.3709045395744971
312,,312,,312,,312,,312,,312,,312,,312,,312,
313,,313,,313,,313,,313,,313,,313,,313,,313,
314,,314,,314,,314,,314,,314,,314,,314,,314,
315,-1656702.7211196534,315,20978368.62841154,315,16339339.802803831,315,-1643.5857090653762,315,2612.8487876056006,315,582.8319476585835,315,0.1408971916491432,315,0.1584582046870034,315,-0.447564206921178
316,-10698159.28220184,316,12149360.520780517,316,20922774.94141618,316,1113.9928507368932,316,1457.624282562427,316,-1519.5989874735767,316,0.0936446803153616,316,0.1088931813928751,316,0.4117696399045877
317,,317,,317,,317,,317,,317,,317,,317,,317,
318,,318,,318,,318,,318,,318,,318,,318,,318,
319,,319,,319,,319,,319,,319,,319,,319,,319,
320,,320,,320,,320,,320,,320,,320,,320,,320,
321,14363014.544934912,321,-4104629.011598354,321,21783423.931460187,321,-617.8872810762782,321,-760.8410425854374,321,-2615.812167060851,321,-0.0580950767027186,321,-0.2837565476536466,321,0.2752392392935175
322,18250736.049089577,322,13385061.138379186,322,14010242.950100577,322,-1671.9064894824037,322,3006.4007251476896,322,2503.778887488956,322,0.1331480533950045,322,0.0402670407053869,322,-0.2758316093117003
323,9239006.00744516,323,-13934339.517311562,323,20133268.85104742,323,-511.3018315891764,323,1868.33499045696,323,-3141.446664634536,323,0.0760751562973038,323,-0.3207975887531891,323,0.0465654215264531
324,,324,,324,,324,,324,,324,,324,,324,,324,
325,12876682.365852032,325,22038752.369003423,325,-6720577.930664312,325,987.2796453369008,325,1705.638675176068,325,-1484.890694508881,325,0.1120204780355668,325,0.112287244847575,325,0.4232785796187071
326,,326,,326,,326,,326,,326,,326,,326,,326,
327,,327,,327,,327,,327,,327,,327,,327,,327,
328,26384559.65772278,328,-1482136.471171496,328,1122520.6270983962,328,795.8880759761032,328,4004.597776649478,328,-3026.13063374814,328,0.1748809583799978,328,-0.0337218151781427,328,-0.1326210009701849
329,,329,,329,,329,,329,,329,,329,,329,,329,
330,,330,,330,,330,,330,,330,,330,,330,,330,
331,-10023785.28709546,331,-14691376.141043954,331,19776944.95443441,331,2440.2175489241645,331,-1679.2111429112797,331,1519.6578977595009,331,-0.067774768603138,331,-0.1259538259104105,331,-0.4089530383024586
332,14498900.946970427,332,-21694937.91878184,332,3185970.600386994,332,-1156.447186260745,332,97.30678733643867,332,-2354.307227375869,332,0.0163225362999931,332,-0.1994029601970102,332,-0.3110204157838525
333,,333,,333,,333,,333,,333,,333,,333,,333,
334,,334,,334,,334,,334,,334,,334,,334,,334,
335,,335,,335,,335,,335,,335,,335,,335,,335,
336,,336,,336,,336,,336,,336,,336,,336,,336,
337,,337,,337,,337,,337,,337,,337,,337,,337,
338,9589596.935189,338,12982609.90839528,338,21161093.13708498,338,-1518.2255110621427,338,2883.001388744496,338,1027.4897791711742,338,0.1483491887966255,338,0.1849548803996658,338,-0.4267339617658589
339,,339,,339,,339,,339,,339,,339,,339,,339,
